locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,dnds,cross_validated
RS_RS18305,1%2C4-alpha-glucan branching protein GlgB,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1174251156670796,0.8891079984341549,0.032258064516129,0.0,776,0,29.91,1,3,1,33,,True
RS_RS18310,maltose alpha-D-glucosyltransferase,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.0597094821470533,0.9539234231805128,0.0,0.0,1161,0,32.81,3,3,0,18,0.19576796246828782,True
RS_RS18315,maltotransferase domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_some|N_long_lagging|N_ortho,0,0.0560308176526311,0.9515883606010782,0.0,0.0,1202,0,36.35,2,3,0,6,,True
RS_RS18320,glycogen synthase GlgA,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1841155991972413,0.8071384756717419,0.064516129032258,0.0,542,0,39.07,3,3,2,36,0.3334558144399274,False
RS_RS18325,hemin-degrading factor,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1791075017234042,0.8036361854869519,0.0,0.0,380,0,40.84,3,3,0,12,0.34484577118105986,True
RS_RS18330,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.152154006719431,0.866335480428527,0.054054054054054,13.0,746,0,42.55,3,3,23,555,3.113268475075079,True
RS_RS18335,alkyl hydroperoxide reductase subunit C,UNRESOLVED,unknown,0,E_geometry,0,0.4454324610913763,0.5815240063950043,0.2195121951219512,2.0,188,1,44.34,3,3,20,75,0.2005685028303246,True
RS_RS18340,alkyl hydroperoxide reductase subunit F,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1649509506833081,0.8474934776086659,0.032258064516129,0.0,525,1,45.52,3,3,1,36,0.18084774143006832,False
RS_RS18345,ferric iron uptake transcriptional regulator,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_dnds,1,0.932772746924353,0.04098010999577805,0.8461538461538461,2.0,152,1,46.98,3,3,78,31,0.061331886234496695,True
RS_RS18350,hypothetical protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_ortho|P_rogue,1,0.2582264293036167,0.7621420688354555,0.0,0.0,82,1,47.45,3,3,4,0,0.2054538350043519,False
RS_RS18355,hypothetical protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2624800011063986,0.793818874257517,0.0,0.0,102,0,47.77,3,3,3,2,0.15691741264588022,False
RS_RS18360,DUF6587 family protein,ROGUE_SUSPECT,unknown,0,N_score|E_ortho|P_rogue,1,0.2528723962474997,0.6894795779497179,0.0,0.0,106,0,48.18,3,3,3,0,0.29647693826822685,False
RS_RS18365,ferrous iron transport protein B,UNRESOLVED,unknown,0,,1,0.4996895168529445,0.48555497155113136,0.4166666666666667,0.0,620,0,49.27,3,3,14,16,0.1687835611192556,False
RS_RS18370,FeoA family protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.2567276778546387,0.721035756720851,0.0,0.0,104,0,50.4,3,3,4,2,0.10893518236055826,False
RS_RS18375,sensor domain-containing diguanylate cyclase,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.100991357414966,0.903587163215102,0.0,0.0,817,0,52.13,3,3,0,4,0.26744995596684884,True
RS_RS18380,EAL domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.058225276915797,0.9528863959673282,0.0,0.0,1179,1,55.41,3,3,0,4,0.1348350379206682,True
RS_RS18385,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1531450235063699,0.8482307886849673,0.0,1.0,530,0,57.99,3,3,0,88,0.16024330883106438,True
RS_RS18390,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2546283556185856,0.6658908086203693,0.0,0.0,85,1,59.1,3,3,0,3,0.4632705307738102,True
RS_RS18395,siderophore-interacting protein,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2520939941760325,0.7192377654248686,0.0526315789473684,0.0,278,0,59.66,3,3,1,22,0.28391775629713323,False
RS_RS18400,PadR family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.2279106848187577,0.7685305066668173,0.0,0.0,219,0,60.52,3,3,0,3,0.0754825223376621,True
RS_RS18405,pyroglutamyl-peptidase I,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds,0,0.229260975320397,0.7540119691843794,0.0,1.0,216,0,60.05,3,3,0,12,0.09700911916558452,True
RS_RS18410,MarR family winged helix-turn-helix transcriptional regulator,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2496292776914407,0.7360227551561386,0.0,0.0,140,0,59.43,3,3,1,2,0.2516230125804781,False
RS_RS18415,DUF3757 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|E_dnds|P_rogue,0,0.2513679714056545,0.8022843329336488,0.0,0.0,127,1,58.58,3,3,0,3,0.05278230164481827,True
RS_RS18420,glucan biosynthesis protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1540328766032656,0.8678603895026934,0.0,2.0,538,0,57.4,3,3,0,48,0.10710907112026698,True
RS_RS18430,GNAT family N-acetyltransferase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.4076037817935261,0.4951103694617341,0.1875,2.0,183,1,55.3,3,3,18,66,0.3398248787093778,True
RS_RS18435,type IV toxin-antitoxin system AbiEi family antitoxin,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|N_pangenome_some|E_ortho,1,0.9522360471419788,0.039447116085849485,1.0,0.0,371,1,53.99,2,3,3,0,,True
RS_RS18440,nucleotidyl transferase AbiEii/AbiGii toxin family protein,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.2070481843117539,0.8698570989946495,0.0,0.0,288,1,53.0,2,3,0,3,0.29871935635837216,True
RS_RS18445,TIGR02679 family protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1728940274122241,0.8620947346018718,0.0,0.0,435,0,51.13,3,3,0,3,0.2636974624830119,True
RS_RS18450,TIGR02680 family protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.0451027152121935,0.9742889821918304,0.0,0.0,1377,0,48.42,3,3,0,3,0.1632328756958494,True
RS_RS18455,TIGR02678 family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1739672446406827,0.8461627723193024,0.0,0.0,417,0,45.73,3,3,0,3,0.10854151736224216,True
RS_RS18460,TIGR02677 family protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1534679823415118,0.8861164695080924,0.0,0.0,518,0,44.33,3,3,0,3,0.11636834170003846,True
RS_RS18465,M20/M25/M40 family metallo-hydrolase,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.8987047542725961,0.07418602860779305,0.825,4.0,407,0,42.64,3,3,140,11,,True
RS_RS18475,gamma-glutamyltransferase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1503441663682587,0.8630402319547933,0.0263157894736842,2.0,579,1,40.4,3,3,3,85,0.12367766975866822,True
RS_RS18480,chitinase,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.1742210757702655,0.8341997947658195,0.0,0.0,402,0,38.85,1,3,0,1,,True
RS_RS18485,cysteine synthase A,UNRESOLVED,unknown,0,,1,0.6283440183722728,0.3264370778739101,0.4358974358974359,1.0,325,0,37.5,3,3,42,60,0.18793983040803616,False
RS_RS18490,alpha%2Calpha-trehalase TreA,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1365955239806945,0.8651060070095572,0.0,0.0,552,1,35.87,3,3,0,16,0.20704239841439825,True
RS_RS18495,2OG-Fe(II) oxygenase,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.236041668122129,0.7415606893479039,0.0,0.0,125,1,34.72,3,3,0,3,0.13764020519590564,True
RS_RS18500,discoidin domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1579218237201359,0.8702749093674967,0.0,0.0,476,0,33.5,3,3,0,3,0.20989253991097775,True
RS_RS18515,APC family permease,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1628931907592666,0.8671784922279645,0.0294117647058823,2.0,544,0,30.46,3,3,1,243,0.13754116016237306,True
RS_RS18520,MATE family efflux transporter,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1701190670517318,0.8003875780325737,0.025,3.0,458,1,28.61,3,3,5,139,,True
RS_RS25200,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,1,0.2398119516619808,0.7033840209018108,0.0,0.0,94,1,27.66,1,3,1,0,,False
RS_RS18530,LuxR C-terminal-related transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1845891837086689,0.7673786642928052,0.0,0.0,300,1,26.48,3,3,0,3,,True
RS_RS18535,poly-beta-1%2C6 N-acetyl-D-glucosamine export porin PgaA,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.0912468287209885,0.9033862067450081,0.0,0.0,817,1,24.65,1,3,0,10,,True
RS_RS18540,poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase PgaB,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.1049547502180857,0.9056787734748954,0.0,0.0,725,1,22.33,1,3,0,10,,True
RS_RS18545,poly-beta-1%2C6-N-acetyl-D-glucosamine synthase,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_ortho,0,0.1593441810837649,0.8640038274891324,0.0,0.0,425,1,20.6,1,3,0,11,0.14228703842058193,True
RS_RS18550,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.1760481052124413,0.7914429566153447,0.0,0.0,330,1,19.47,1,3,0,1,,True
RS_RS18555,TolC family protein,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.4015453983987078,0.5626639426350211,0.2631578947368421,19.0,495,0,18.19,3,3,104,359,0.14886900240343393,True
RS_RS18560,HlyD family type I secretion periplasmic adaptor subunit,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.2142256240735066,0.8045041122233633,0.081081081081081,1.0,448,0,16.81,3,3,14,83,0.10421908001281181,True
RS_RS18565,type I secretion system permease/ATPase,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1092384485048664,0.9187740313911751,0.0,1.0,726,0,15.05,3,3,0,46,,True
RS_RS18575,calcium-binding protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1028038163660164,0.9141835641367841,0.0,0.0,726,1,10.27,3,3,0,3,,True
RS_RS18580,XopAD/skwp family type III secretion system effector,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.0094317899767021,0.9961427375635726,0.0,1.0,2339,0,5.48,3,3,0,3,,True
RS_RS18585,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,4,E_geometry|N_score|N_pangenome_some|N_mobile|N_ortho,0,0.2273966964043001,0.7808288203868383,0.0,0.0,115,1,0.96,2,3,0,2,0.507957744125891,True
RS_RS18590,GNAT family N-acetyltransferase,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|N_mobile|P_rogue,0,0.2639851693450491,0.6951024972004404,0.0625,0.0,156,1,0.55,3,3,1,23,0.2931855051458601,False
RS_RS18600,methyl-accepting chemotaxis protein,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_redundancy|N_mobile,1,0.2101726250963397,0.7911551319427873,0.1034482758620689,8.0,516,1,1.09,3,3,60,230,0.14654954821835914,True
RS_RS18605,XopB/HopD1 family type III secretion system effector,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_mobile|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1192476598615598,0.91756405358886,0.0,0.0,644,0,2.89,3,3,0,3,,True
RS_RS18610,SDR family NAD(P)-dependent oxidoreductase,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|N_mobile|E_ortho|F_core_redundant,1,0.9644918031599866,0.01493876567738815,1.0,27.0,256,0,4.53,3,3,1252,0,0.5230271407862271,True
RS_RS18615,CGNR zinc finger domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3959844889860833,0.527390807729506,0.2,0.0,192,0,5.33,3,3,1,8,0.5603598425876346,True
RS_RS18620,NAD(P)H-dependent flavin oxidoreductase,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2865905791811931,0.6118404003777501,0.15625,3.0,363,1,6.32,3,3,14,72,0.10218117689665074,True
RS_RS18625,LysR substrate-binding domain-containing protein,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.8537659089693836,0.08479174633673826,0.6097560975609756,57.0,306,0,7.51,3,3,1595,667,0.16514093492703666,True
RS_RS18630,PadR family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2117217161861072,0.7888126474978547,0.0,0.0,179,1,8.38,3,3,0,5,0.17254977293888535,True
RS_RS18635,MFS transporter,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1988093594166293,0.8097765255617413,0.0666666666666666,1.0,451,0,9.66,3,3,4,59,,True
RS_RS18640,efflux transporter outer membrane subunit,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.4032530339133501,0.5556352535445195,0.2631578947368421,19.0,477,0,11.09,3,3,104,359,0.3127201665805301,True
RS_RS18645,multidrug efflux RND transporter permease subunit,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1041132782923044,0.9250822430540068,0.0769230769230769,14.0,1050,0,13.38,3,3,55,416,0.12883641123926898,True
RS_RS18650,efflux RND transporter periplasmic adaptor subunit,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.336117713976845,0.599271373710148,0.1794871794871795,13.0,386,0,15.55,3,3,138,374,0.33543359197430017,True
RS_RS18655,response regulator,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.1947858648561548,0.8139492029712826,0.0,0.0,257,1,16.62,2,3,0,14,0.10996599989191677,True
RS_RS18660,ATP-binding protein,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.2350578425157054,0.7568200040100915,0.0909090909090909,0.0,361,1,17.54,2,3,1,14,0.14238840298615676,True
RS_RS18665,NAD(P)H-dependent flavin oxidoreductase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3151090917782798,0.6748649065352553,0.15625,3.0,336,0,18.63,3,3,14,72,0.16251505203904154,True
RS_RS18670,nuclear transport factor 2 family protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3845501520978069,0.5562470754311901,0.1666666666666666,0.0,148,0,19.41,3,3,3,7,0.7994463580084582,True
RS_RS18675,universal stress protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2258679419191223,0.7385749244104696,0.0,0.0,156,0,19.99,3,3,0,3,0.11268444861040208,True
RS_RS18680,heavy metal translocating P-type ATPase,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2382902460786188,0.6885485399672646,0.2439024390243902,2.0,785,1,22.0,3,3,35,110,0.27078783942090795,True
RS_RS18685,Cd(II)/Pb(II)-responsive transcriptional regulator,UNRESOLVED,unknown,0,E_dnds,1,0.4588219295292818,0.5027285265210217,0.2285714285714285,3.0,159,0,23.55,3,3,32,105,0.045079896597295874,False
RS_RS18690,four-helix bundle copper-binding protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,1,0.354291637274127,0.6727746200698775,0.125,0.0,134,0,24.04,3,3,2,12,0.1249391400798611,True
RS_RS18695,2-isopropylmalate synthase,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1815388708021063,0.8327617191259443,0.0789473684210526,1.0,577,0,25.23,3,3,7,60,0.10555798983464942,True
RS_RS18700,XopAG/AvrGf1 family type III secretion system effector,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_some|N_long_lagging|N_ortho,0,0.1572273870349123,0.8942722504934613,0.0,0.0,475,0,27.23,2,3,0,2,,True
RS_RS18705,(2Fe-2S)-binding protein,UNRESOLVED,unknown,0,E_geometry,0,0.5111415902444442,0.4167223734856877,0.28125,3.0,153,1,28.81,3,3,51,59,0.10703331872587687,False
RS_RS18710,xanthine dehydrogenase family protein molybdopterin-binding subunit,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1028389481765315,0.8968234726374988,0.0,2.0,750,1,30.18,3,3,0,61,0.30323979490347325,True
RS_RS18715,organic hydroperoxide resistance protein,UNRESOLVED,unknown,0,E_geometry,0,0.5111355970018898,0.4181901201718575,0.28125,1.0,145,1,31.64,3,3,21,32,0.1786337766147314,False
RS_RS18720,nucleotidyltransferase family protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3255368212085053,0.5141942498369291,0.1379310344827586,0.0,200,1,32.15,3,3,6,28,,True
RS_RS18725,GntR family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2542291061213357,0.8197682986755681,0.0714285714285714,1.0,312,0,33.11,3,3,3,17,,False
RS_RS18730,isocitrate/isopropylmalate dehydrogenase family protein,UNRESOLVED,unknown,0,N_redundancy,1,0.6717102104079423,0.3209906962023392,0.4878048780487805,4.0,366,0,34.4,3,3,64,58,,False
RS_RS18735,aconitate hydratase AcnA,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2827749179667346,0.7156892215032317,0.3157894736842105,2.0,878,1,36.42,3,3,29,43,,True
RS_RS18740,GntR family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2469293273940882,0.7559811755315087,0.0714285714285714,1.0,299,1,38.22,3,3,3,17,0.14101172253873215,False
RS_RS18745,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,CONFIDENT_NONESSENTIAL,non-essential,1,E_cons_core|N_pangenome_strong,0,0.808872628547165,0.2116300306414557,0.8275862068965517,0.0,864,0,40.21,0,3,25,6,,False
RS_RS18750,hypothetical protein,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_dnds|P_rogue,1,0.2485245243643457,0.6540694669938157,0.0,0.0,68,1,42.35,3,3,1,2,0.032853869877865545,False
RS_RS18755,putative bifunctional diguanylate cyclase/phosphodiesterase,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.0882491031989752,0.9278570442526198,0.0,0.0,895,0,43.86,3,3,0,3,0.2138367530141269,True
RS_RS18760,H-NS family nucleoid-associated regulatory protein,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,0,0.9675678105503878,0.02063886882621161,1.0,2.0,97,1,46.17,3,3,15,5,,True
RS_RS18765,GntR family transcriptional regulator,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.5224587923302577,0.3911059757262391,0.3142857142857143,4.0,243,1,46.78,3,3,68,87,0.10440540868460142,False
RS_RS18770,porin,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,1,0.359002677577163,0.6185697564417616,0.2,4.0,352,1,47.93,3,3,32,23,,True
RS_RS18775,LuxR C-terminal-related transcriptional regulator,UNRESOLVED,unknown,0,N_redundancy,1,0.6724296114794954,0.3361566467538197,0.4210526315789473,11.0,237,0,48.9,3,3,222,162,0.16523946682619312,False
RS_RS18780,flagella synthesis protein FlgN,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|E_dnds|P_rogue,0,0.2410329680158584,0.780510950926632,0.0,0.0,154,0,49.97,3,3,0,3,0.07100681102963777,True
RS_RS18785,flagellar biosynthesis anti-sigma factor FlgM,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.967360576762768,0.016299549985028437,1.0,0.0,107,0,50.48,3,3,6,1,0.44568804044559435,True
RS_RS18790,flagellar basal body P-ring formation chaperone FlgA,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2292143853525958,0.7180525159280415,0.0416666666666666,0.0,296,0,51.19,3,3,1,27,0.16266568706824297,False
RS_RS18795,flagellar basal body rod protein FlgB,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.313618730893537,0.6728029204852705,0.0909090909090909,0.0,154,1,52.28,3,3,4,38,0.1607985160249372,False
RS_RS18800,flagellar basal body rod protein FlgC,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2656622510415519,0.7498438341498823,0.0303030303030303,0.0,136,1,52.88,3,3,1,40,,False
RS_RS18805,flagellar hook assembly protein FlgD,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.216051357892862,0.7999379150105987,0.0,0.0,222,1,53.45,3,3,0,42,,True
RS_RS18810,flagellar hook protein FlgE,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1717358974747503,0.8435771694645997,0.0,0.0,402,1,54.42,3,3,0,46,0.10831218058176748,True
RS_RS18815,flagellar basal-body rod protein FlgF,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_dnds|P_rogue,0,0.255958557284377,0.7160617152454125,0.0606060606060606,0.0,246,1,55.41,3,3,2,39,0.03713830510217058,False
RS_RS18820,flagellar basal-body rod protein FlgG,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|E_dnds|P_rogue,0,0.2548144237750303,0.7598129365997985,0.0606060606060606,0.0,261,1,56.21,3,3,2,39,0.09054681319547847,False
RS_RS18825,flagellar basal body L-ring protein FlgH,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2573977210870944,0.7223033926193441,0.0606060606060606,0.0,245,1,57.0,3,3,2,42,0.10734944337623956,False
RS_RS18830,flagellar basal body P-ring protein FlgI,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.1992683046867937,0.7916111836097399,0.0303030303030303,0.0,370,1,57.94,3,3,1,39,0.22357201430153092,False
RS_RS18835,flagellar assembly peptidoglycan hydrolase FlgJ,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2086876946538038,0.7800467750580206,0.04,0.0,362,1,59.07,3,3,1,28,,False
RS_RS18840,flagellar hook-associated protein FlgK,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1254549950346717,0.8920923536874678,0.0,0.0,643,1,60.69,3,3,0,26,0.2483514996965158,True
RS_RS18845,flagellar hook-associated protein FlgL,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.1947788973013374,0.8284237146579336,0.0,0.0,317,1,62.21,3,3,0,23,0.38498351082012644,True
RS_RS18850,YoaK family protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.3501892926023836,0.6076414279942747,0.1578947368421052,0.0,248,1,63.15,3,3,3,19,0.17286433528276673,True
RS_RS18855,NAD(P)/FAD-dependent oxidoreductase,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.23036147038615,0.8220442195976314,0.0714285714285714,0.0,420,0,64.19,3,3,4,37,0.11963871199150758,False
RS_RS18860,class I SAM-dependent methyltransferase,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_strong|N_ortho,0,0.2154431426358989,0.8275562920781925,0.0,0.0,247,1,65.33,0,3,0,12,,True
RS_RS18865,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_strong,0,0.3572324707345283,0.7042265646684406,0.1111111111111111,0.0,145,0,65.97,0,3,2,10,,False
RS_RS18870,beta-ketoacyl synthase N-terminal-like domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,E_cons_core|N_pangenome_strong,0,0.8685043452609249,0.09446539790844702,0.7586206896551724,1.0,405,0,66.81,0,3,36,14,,False
RS_RS18875,beta-ketoacyl-ACP synthase,CONFIDENT_NONESSENTIAL,non-essential,1,E_cons_core|N_pangenome_strong,0,0.8687115139172467,0.10108887569312375,0.7586206896551724,1.0,409,0,68.09,0,3,36,14,,False
RS_RS18880,3-ketoacyl-ACP reductase FabG2,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,1,0.2241719198373542,0.7989754152068926,0.0,1.0,243,0,69.06,3,3,0,25,,False
RS_RS18885,hotdog family protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_pangenome_strong,0,0.4563833659259891,0.5507071831137726,0.2105263157894736,0.0,161,0,69.67,0,3,4,17,,False
RS_RS18890,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1854283977134468,0.8402730327975183,0.0,1.0,396,0,70.5,3,3,0,25,,True
RS_RS18895,MMPL family transporter,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1068850749311682,0.9180643500183687,0.0,1.0,806,0,72.3,3,3,0,25,,True
RS_RS18900,LolA family protein,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.4259509298076314,0.5364941895419756,0.2,1.0,211,0,73.82,3,3,5,20,,False
RS_RS18905,acyl-CoA thioesterase,UNRESOLVED,unknown,0,N_redundancy,0,0.4587133682794801,0.5714385169544397,0.1951219512195122,4.0,145,0,74.34,3,3,33,109,2.4767183817469505,False
RS_RS18910,HAL/PAL/TAL family ammonia-lyase,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1563728743202989,0.8620804533289728,0.0,1.0,529,0,75.35,3,3,0,52,,True
RS_RS18915,glycosyltransferase family 2 protein,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_strong|N_long_lagging|N_ortho,0,0.1484041739260102,0.8792800548439097,0.0,0.0,568,0,76.99,0,3,0,10,,False
