locus_tag,gene_name,product,feature_type,length_bp,strand,start_bp,rel_position,has_gene_name,protein_length_aa,gravy,pI,aromaticity,net_charge_ph7,has_signal_pep,tm_helix_count,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,is_ribosomal,is_synthetase,is_trna,is_polymerase,is_dna_machinery,is_translation,is_transcription,is_membrane,is_atp_binding,is_kinase,is_phosphatase,is_synthase,is_uncharacterized,is_metabolism
JCVISYN3A_0432,metK,Methionine adenosyltransferase,CDS,1164,1,282631,0.5201360376459156,1,387.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0433,cutC,Uncharacterized protein,CDS,684,1,283785,0.5222597855272287,1,227.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0434,rlmFO,23S rRNA (uridine(1939)-m5)-methyltransferase,CDS,1317,1,284461,0.5235038527436651,1,438.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0435,manA,Mannose-6-phosphate isomerase,CDS,930,1,285803,0.5259735838153481,1,309.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0437,yhaM,Putative 3'-5' exoribonuclease,CDS,981,1,286805,0.5278176006065748,1,326.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0438,hinT,Uncharacterized protein,CDS,399,-1,287816,0.5296781804228724,1,132.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0439,,Uncharacterized lipoprotein,CDS,2157,-1,288217,0.5304161552065869,0,718.0,,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0440,,Uncharacterized lipoprotein,CDS,2937,-1,290373,0.5343839198791267,0,978.0,,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0441,iscS,Cysteine desulfurase,CDS,1239,1,293512,0.5401607349566325,1,412.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0442,iscU,Iron-sulfur cluster assembly scaffold protein,CDS,438,1,294753,0.5424445920802975,1,145.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0443,yggN,5-Formyltetrahydrofolate cyclo-ligase,CDS,564,1,295183,0.5432359366114627,1,187.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0444,,Uncharacterized peptidase,CDS,1896,1,295767,0.5443106929049522,0,631.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0445,pgi,Glucose-6-phosphate isomerase,CDS,1284,1,297882,0.5482030037966135,1,427.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0447,dut,dUTP diphosphatase,CDS,504,1,299198,0.5506248861292027,1,167.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JCVISYN3A_0448,,Uncharacterized rRNA methyltransferase,CDS,768,1,299718,0.5515818609110767,0,255.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
JCVISYN3A_0451,gapdh,Glyceraldehyde-3-phosphate dehydrogenase,CDS,1416,1,300656,0.5533080961906882,1,471.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0452,parE,DNA topoisomerase IV subunit B,CDS,1932,1,302258,0.5562563146533083,1,643.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
JCVISYN3A_0453,parC,DNA topoisomerase IV subunit A,CDS,2697,1,304191,0.5598136843713136,1,898.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
JCVISYN3A_0475,ldh,L-lactate dehydrogenase,CDS,957,-1,307123,0.5652095498721886,1,318.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0478,,Uncharacterized protein,CDS,585,-1,308182,0.5671584658221978,0,194.0,,,,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0479,,Uncharacterized peptidase,CDS,1647,-1,308771,0.5682424237962822,0,548.0,,,,,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0481,,Uncharacterized lipoprotein,CDS,438,-1,310640,0.5716820120026722,0,145.0,,,,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0482,rpsU,30S ribosomal protein S21,CDS,165,1,311391,0.5730641044280327,1,54.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0493,,Uncharacterized peptidase,CDS,1350,-1,313335,0.576641717843347,0,449.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0494,nanE,N-acetylmannosamine-6-phosphate 2-epimerase,CDS,681,-1,314840,0.579411423702425,1,226.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0495,,Uncharacterized kinase,CDS,876,-1,315579,0.5807714320943577,0,291.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
JCVISYN3A_0499,rpmA,50S ribosomal protein L27,CDS,282,-1,316629,0.5827037850192959,1,93.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0500,prp;ysxB,Maturation protease for ribosomal protein L27,CDS,315,-1,316912,0.5832246001409698,1,104.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0501,rplU,50S ribosomal protein L21,CDS,303,-1,317229,0.5838079866906892,1,100.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0503,,Uncharacterized protein,CDS,402,-1,317677,0.5846324572719962,0,133.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0504,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,CDS,888,-1,318101,0.5854127597864474,1,295.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0505,,Uncharacterized lipoprotein,CDS,1074,1,319364,0.5877371043047303,0,357.0,,,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0506,tRNA-Leu,tRNA-Leu,tRNA,89,-1,320530,0.5898829362194711,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0507,tRNA-Lys,tRNA-Lys,tRNA,76,-1,320629,0.590065129495251,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0508,tRNA-Gln,tRNA-Gln,tRNA,75,-1,320709,0.5902123563847701,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0509,tRNA-Tyr,tRNA-Tyr,tRNA,84,-1,320790,0.5903614236104082,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0510,tRNA-Thr,tRNA-Thr,tRNA,76,-1,320880,0.5905270538611171,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0511,,Uncharacterized protein,CDS,624,-1,321082,0.5908988017571529,0,207.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0512,plsC,Acyl-phosphate glycerol 3-phosphate acyltransferase,CDS,948,-1,321754,0.5921355076291134,1,315.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0513,acpS,ACP synthase,CDS,333,-1,322858,0.594167238704477,1,110.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JCVISYN3A_0515,dctD,Cytidine deaminase,CDS,483,-1,323250,0.5948886504631206,1,160.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0516,,Uncharacterized protein,CDS,1302,-1,323735,0.5957812134808301,0,433.0,,,,,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0517,rluD,Uncharacterized RNA pseudouridine synthase,CDS,933,-1,325029,0.5981626084188016,1,310.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
JCVISYN3A_0518,lspA,Lipoprotein signal peptidase,CDS,609,-1,325942,0.5998428352954384,1,202.0,,,,,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0519,ileRS,Isoleucine--tRNA ligase,CDS,2748,-1,326541,0.6009451966307127,1,915.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0520,,Uncharacterized hydrolase,CDS,990,-1,329981,0.607275952880034,0,329.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0521,sepF,Cell division protein,CDS,417,-1,330983,0.6091199696712608,1,138.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0522,ftsZ,Cell division protein,CDS,1158,-1,331411,0.609907633530188,1,385.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0523,ftsA,Cell division protein,CDS,1161,-1,332683,0.6122485410735417,1,386.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0524,rsmH; mraW,16S rRNA (cytosine(1402)-N(4))-methyltransferase,CDS,927,-1,333852,0.6143998939966395,1,308.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0525,mraZ,Cell division/cell wall cluster transcriptional repressor,CDS,402,-1,334787,0.616120608267894,1,133.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JCVISYN3A_0526,rpmF,50S ribosomal protein L32,CDS,180,-1,335295,0.6170554990163404,1,59.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0527,,Uncharacterized protein,CDS,519,-1,335489,0.6174125242234242,0,172.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0528,pheRS,Phenylalanine--tRNA ligase subunit beta,CDS,2385,-1,336007,0.6183658183330604,1,794.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0529,pheS,Phenylalanine--tRNA ligase subunit alpha,CDS,1053,-1,338400,0.6227697426658004,1,350.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0530,,Uncharacterized protein,CDS,609,-1,339482,0.6247609863465463,0,202.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0532,rrfB,5S ribosomal RNA,rRNA,109,-1,340214,0.6261081123856461,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0533,rrlB,23S ribosomal RNA,rRNA,2914,-1,340384,0.6264209695258742,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0534,rrsB,16S ribosomal RNA,rRNA,1535,-1,343517,0.6321867425866661,1,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0535,argRS,Arginine--tRNA ligase,CDS,1665,-1,345258,0.6353907677698255,1,554.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
JCVISYN3A_0536,frr,Ribosome recycling factor,CDS,549,-1,346924,0.6384567677440608,1,182.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
JCVISYN3A_0537,pyrH,UMP kinase,CDS,714,-1,347483,0.6394855156345755,1,237.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JCVISYN3A_0538,,Uncharacterized protein,CDS,606,-1,348330,0.6410442803273589,0,201.0,,,,,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0539,tsf,Translation elongation factor Ts,CDS,888,-1,348935,0.6421576836793472,1,295.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JCVISYN3A_0540,rpsB,30S ribosomal protein S2,CDS,879,-1,349834,0.6438121458503181,1,292.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0541,dnaJ,Molecular chaperone,CDS,1119,-1,350920,0.64581075087554,1,372.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0542,dnaK,Molecular chaperone,CDS,1776,-1,352102,0.6479860281681846,1,591.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0543,grpE,Nucleotide exchange factor,CDS,603,-1,353936,0.65136120461041,1,200.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0544,hrcA,Heat-inducible transcription repressor,CDS,1023,-1,354540,0.6524727676262793,1,340.0,,,,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JCVISYN3A_0545,clpB,ATP-dependent Clp protease subunit B,CDS,2142,-1,355567,0.6543627928204807,1,713.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0546,,,CDS,866,-1,357871,0.6586029272386309,0,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0548,,tRNA (cytidine(34)-2'-O)-methyltransferase,CDS,546,-1,358736,0.6601948179815561,0,181.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JCVISYN3A_0549,rgdB,Non-canonical purine NTP pyrophosphatase,CDS,603,-1,359294,0.6612217255359519,1,200.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JCVISYN3A_0592,,Uncharacterized protein,CDS,1200,-1,361575,0.6654195322233653,0,399.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0593,,Uncharacterized protein,CDS,279,-1,363271,0.6685407422811702,0,92.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0599,,Uncharacterized protein,CDS,141,-1,363818,0.6695474061382571,0,46.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0600,rnjA,Ribonuclease J,CDS,1833,1,364772,0.6713030867957723,1,610.0,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCVISYN3A_0601,,Uncharacterized protein,CDS,945,1,366679,0.674812607774684,0,314.0,,,,,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JCVISYN3A_0602,,,CDS,1763,1,367755,0.6767928094387159,0,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
