locus_tag,product,tier,predicted_call,measured_essential,score_all_combined,conservation,n_paralogs,gene_len_aa,n_sisters,absent_all_sisters,rogue_suspect
RS_RS17190,chromosomal replication initiator protein DnaA,CONFIDENT_ESSENTIAL,essential,1,0.9382230513106808,1.0,0.0,523,3,False,False
RS_RS17200,replication protein RepA,CONFIDENT_ESSENTIAL,essential,1,0.951456007471937,1.0,0.0,357,2,False,False
RS_RS17205,cold-shock protein,CONFIDENT_ESSENTIAL,essential,1,0.9403034357871688,0.8285714285714286,3.0,68,3,False,False
RS_RS17210,ParA family protein,CONFIDENT_ESSENTIAL,essential,1,0.8325877479608085,0.6341463414634146,5.0,223,3,False,False
RS_RS17215,ParB/RepB/Spo0J family partition protein,PHENOTYPE_REQUIRED,unknown,1,0.1890309270136789,0.0,0.0,335,3,False,True
RS_RS17220,DNA-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.1983836393382932,0.0,0.0,278,3,False,True
RS_RS17225,UTP--glucose-1-phosphate uridylyltransferase GalU,CONFIDENT_ESSENTIAL,essential,0,0.8885130137741473,0.7804878048780488,3.0,322,3,False,False
RS_RS17230,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2448548888420028,0.09375,11.0,448,3,False,False
RS_RS17235,sensor histidine kinase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1238091397880438,0.0,1.0,636,3,False,False
RS_RS17240,sigma-54-dependent transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.3893508693958069,0.2631578947368421,5.0,455,3,False,False
RS_RS17245,YhfC family intramembrane metalloprotease,PHENOTYPE_REQUIRED,unknown,0,0.208606493118566,0.0,0.0,266,3,False,True
RS_RS17250,surface-adhesin E family protein,PHENOTYPE_REQUIRED,unknown,0,0.2334613011883716,0.0,0.0,144,3,False,True
RS_RS17255,sensor domain-containing diguanylate cyclase,PHENOTYPE_REQUIRED,unknown,0,0.0860049734777667,0.0,0.0,899,3,False,True
RS_RS17260,ABC transporter substrate-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2455551151719646,0.0666666666666666,12.0,387,3,False,False
RS_RS17265,branched-chain amino acid ABC transporter permease,PHENOTYPE_REQUIRED,unknown,0,0.3937980747162807,0.2068965517241379,4.0,294,3,False,False
RS_RS17270,branched-chain amino acid ABC transporter permease,CONFIDENT_NONESSENTIAL,non-essential,0,0.2300985603047295,0.0344827586206896,4.0,300,3,False,False
RS_RS17275,ABC transporter ATP-binding protein,PHENOTYPE_REQUIRED,unknown,1,0.5714294313664133,0.3571428571428571,4.0,266,3,False,False
RS_RS17280,ABC transporter ATP-binding protein,PHENOTYPE_REQUIRED,unknown,1,0.6570396077535703,0.425,7.0,242,3,False,False
RS_RS17285,LysR family transcriptional regulator,CONFIDENT_ESSENTIAL,essential,1,0.8687030548798959,0.6097560975609756,57.0,290,3,False,False
RS_RS17290,YciI family protein,PHENOTYPE_REQUIRED,unknown,0,0.5378502150106055,0.2857142857142857,0.0,116,3,False,False
RS_RS17295,ClcB-like voltage-gated chloride channel protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1581565467382171,0.0,1.0,462,3,False,False
RS_RS17300,spherulation-specific family 4 protein,PHENOTYPE_REQUIRED,unknown,0,0.2084147224982711,0.0,0.0,254,3,False,True
RS_RS17305,YbhB/YbcL family Raf kinase inhibitor-like protein,PHENOTYPE_REQUIRED,unknown,0,0.2767256836841263,0.0476190476190476,0.0,160,3,False,True
RS_RS17315,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2540802480409171,0.0,0.0,69,3,False,True
RS_RS17320,Nramp family divalent metal transporter,PHENOTYPE_REQUIRED,unknown,0,0.1387904331332535,0.0,0.0,548,3,False,True
RS_RS17325,GALA protein,PHENOTYPE_REQUIRED,unknown,0,0.1450363718323273,0.0,0.0,519,3,False,True
RS_RS17330,H-NS family nucleoid-associated regulatory protein,CONFIDENT_ESSENTIAL,essential,0,0.9689396232234646,1.0,2.0,96,3,False,False
RS_RS17335,class D beta-lactamase,PHENOTYPE_REQUIRED,unknown,0,0.2998007841239385,0.125,0.0,273,3,False,False
RS_RS17340,DUF2076 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.2176022804198414,0.0,0.0,216,3,False,True
RS_RS17345,bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase,PHENOTYPE_REQUIRED,unknown,0,0.0982938250217703,0.0,0.0,786,3,False,True
RS_RS17350,SDR family NAD(P)-dependent oxidoreductase,CONFIDENT_ESSENTIAL,essential,1,0.9650388258086752,1.0,27.0,258,3,False,False
RS_RS17355,MarR family winged helix-turn-helix transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.2975223927113877,0.1,0.0,202,3,False,False
RS_RS17360,enoyl-CoA hydratase family protein,PHENOTYPE_REQUIRED,unknown,1,0.7306595187402031,0.5263157894736842,9.0,284,3,False,False
RS_RS17365,acyl-CoA dehydrogenase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1872919316307562,0.027027027027027,5.0,400,3,False,False
RS_RS17370,AMP-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2097824288092674,0.0975609756097561,9.0,540,3,False,False
RS_RS17375,acyl-CoA thioesterase,PHENOTYPE_REQUIRED,unknown,0,0.4271777450947627,0.1951219512195122,4.0,137,3,False,False
RS_RS17380,RidA family protein,PHENOTYPE_REQUIRED,unknown,1,0.7159672124126264,0.4615384615384615,6.0,131,3,False,False
RS_RS17410,L-serine ammonia-lyase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1565883041195171,0.0,1.0,462,3,False,False
RS_RS17415,sarcosine oxidase subunit beta family protein,PHENOTYPE_REQUIRED,unknown,1,0.4094513660876295,0.2631578947368421,8.0,415,3,False,False
RS_RS17420,sarcosine oxidase subunit delta,CONFIDENT_NONESSENTIAL,non-essential,0,0.2440094057081845,0.0,0.0,108,0,True,False
RS_RS17425,2Fe-2S iron-sulfur cluster-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.0713260288498841,0.0,1.0,1029,0,True,False
RS_RS17440,porin,CONFIDENT_NONESSENTIAL,non-essential,0,0.1755673378278527,0.0,0.0,383,0,True,False
RS_RS17445,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.243125549569622,0.09375,11.0,477,3,False,False
RS_RS17450,formaldehyde dehydrogenase%2C glutathione-independent,PHENOTYPE_REQUIRED,unknown,0,0.5404104039404449,0.358974358974359,14.0,399,3,False,False
RS_RS17455,GlxA family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.2624523423145654,0.0857142857142857,2.0,344,3,False,False
RS_RS17460,serine hydroxymethyltransferase,PHENOTYPE_REQUIRED,unknown,1,0.7387972593481728,0.5897435897435898,1.0,425,3,False,False
RS_RS17465,dipeptidase,CONFIDENT_NONESSENTIAL,non-essential,0,0.217950135034617,0.0357142857142857,0.0,324,0,True,False
RS_RS17470,DUF5943 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.3084975021330973,0.0909090909090909,0.0,178,0,True,False
RS_RS17475,FAD-dependent oxidoreductase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1372857264659321,0.0384615384615384,1.0,688,3,False,False
RS_RS17480,(Fe-S)-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1238744869609481,0.0,0.0,642,0,True,False
RS_RS17485,electron transfer flavoprotein subunit alpha/FixB family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1717689613525124,0.0,0.0,393,0,True,False
RS_RS17490,electron transfer flavoprotein subunit beta/FixA family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.275534197315425,0.0909090909090909,0.0,262,0,True,False
RS_RS17495,aromatic ring-hydroxylating oxygenase subunit alpha,CONFIDENT_NONESSENTIAL,non-essential,0,0.1977765175624028,0.0384615384615384,2.0,415,3,False,False
RS_RS17500,hybrid-cluster NAD(P)-dependent oxidoreductase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2238055268114242,0.064516129032258,2.0,383,3,False,False
RS_RS17505,glycine betaine ABC transporter substrate-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2551415839805652,0.074074074074074,0.0,290,0,True,False
RS_RS17510,formyltetrahydrofolate deformylase,PHENOTYPE_REQUIRED,unknown,0,0.4138777564534787,0.2222222222222222,2.0,291,3,False,False
RS_RS17515,glycine betaine/L-proline ABC transporter ATP-binding protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2258148079468666,0.0769230769230769,0.0,394,0,True,False
RS_RS17520,choline ABC transporter permease subunit,CONFIDENT_NONESSENTIAL,non-essential,0,0.2232579372272918,0.0416666666666666,0.0,299,0,True,False
RS_RS17525,GlxA family transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,0,0.254575611677354,0.0857142857142857,2.0,335,3,False,False
RS_RS17530,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,PHENOTYPE_REQUIRED,unknown,0,0.5451841117272878,0.358974358974359,14.0,369,3,False,False
RS_RS17535,FdhF/YdeP family oxidoreductase,CONFIDENT_NONESSENTIAL,non-essential,0,0.113954205672732,0.0263157894736842,2.0,765,3,False,False
RS_RS17540,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2589487434444837,0.0,0.0,94,1,False,False
RS_RS17545,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2592063654451423,0.0,0.0,95,1,False,False
RS_RS17550,MFS family transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2479527848037968,0.09375,11.0,438,3,False,False
RS_RS17555,addiction module antidote protein,PHENOTYPE_REQUIRED,unknown,0,0.470638312198064,0.2222222222222222,0.0,102,3,False,False
RS_RS17565,MFS transporter,PHENOTYPE_REQUIRED,unknown,0,0.3010842625496287,0.1463414634146341,10.0,400,3,False,False
RS_RS17570,GntR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.5142424350723179,0.3142857142857143,4.0,274,3,False,False
RS_RS17575,winged helix-turn-helix transcriptional regulator,CONFIDENT_NONESSENTIAL,non-essential,0,0.2232993671663024,0.0,1.0,184,3,False,False
RS_RS17580,GNAT family N-acetyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.2096242210555657,0.0,0.0,200,3,False,True
RS_RS17590,RHS repeat domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1139155696587784,0.0,0.0,681,1,False,False
RS_RS17610,site-specific tyrosine recombinase XerC,PHENOTYPE_REQUIRED,unknown,1,0.5448697972745818,0.3902439024390244,2.0,363,3,False,False
RS_RS17625,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.058870877976432,0.0,0.0,1128,3,False,True
RS_RS17630,TonB-dependent siderophore receptor,CONFIDENT_NONESSENTIAL,non-essential,0,0.153718528687998,0.054054054054054,13.0,708,3,False,False
RS_RS17635,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.1444432102552749,0.0,0.0,485,3,False,True
RS_RS17640,type VI secretion system tip protein VgrG,CONFIDENT_NONESSENTIAL,non-essential,0,0.0858397545620793,0.0,2.0,886,0,True,False
RS_RS17660,molybdate ABC transporter substrate-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.1967976366741844,0.0,0.0,258,3,False,True
RS_RS17665,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.166349294519915,0.0,2.0,433,3,False,False
RS_RS17670,TetR/AcrR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.7691074312416393,0.5365853658536586,15.0,217,3,False,False
RS_RS17675,AAA family ATPase,PHENOTYPE_REQUIRED,unknown,0,0.2523336970115719,0.09375,0.0,322,3,False,True
RS_RS17680,DUF58 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1731197170089901,0.0,0.0,349,3,False,True
RS_RS17685,transglutaminase TgpA family protein,PHENOTYPE_REQUIRED,unknown,0,0.111721198229828,0.0,0.0,682,3,False,True
RS_RS17690,carbonic anhydrase,PHENOTYPE_REQUIRED,unknown,0,0.5571393160580077,0.3421052631578947,1.0,215,3,False,False
RS_RS17695,SulP family inorganic anion transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.174064238950851,0.0512820512820512,1.0,521,3,False,False
RS_RS17700,COG4705 family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1998797636908083,0.0,1.0,261,3,False,False
RS_RS17705,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2322723172384981,0.0,0.0,136,3,False,True
RS_RS17710,collagen-like triple helix repeat-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1578644986524174,0.0,0.0,428,3,False,True
RS_RS17720,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2380430018465622,0.0,0.0,128,2,False,False
RS_RS17725,2-methylaconitate cis-trans isomerase PrpF,PHENOTYPE_REQUIRED,unknown,0,0.3211016392240668,0.1851851851851851,0.0,397,3,False,False
RS_RS17730,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,PHENOTYPE_REQUIRED,unknown,0,0.2935435644986938,0.3157894736842105,2.0,866,3,False,False
RS_RS17735,bifunctional 2-methylcitrate synthase/citrate synthase,CONFIDENT_ESSENTIAL,essential,1,0.8195911252072705,0.6842105263157895,1.0,388,3,False,False
RS_RS17740,methylisocitrate lyase,PHENOTYPE_REQUIRED,unknown,0,0.2931632917185465,0.12,1.0,299,3,False,False
RS_RS17745,propionate catabolism operon regulatory protein PrpR,PHENOTYPE_REQUIRED,unknown,0,0.1145799492625191,0.0,0.0,650,3,False,True
RS_RS17750,DUF2242 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.1992488173916083,0.0,0.0,273,3,False,True
RS_RS17765,DEAD/DEAH box helicase,CONFIDENT_NONESSENTIAL,non-essential,1,0.126101226794545,0.0,0.0,599,1,False,False
RS_RS17775,GGDEF domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.1556261684221146,0.0,1.0,479,3,False,False
RS_RS17785,DMT family transporter,PHENOTYPE_REQUIRED,unknown,1,0.2655251268827056,0.073170731707317,15.0,313,3,False,False
RS_RS17790,FUSC family protein,PHENOTYPE_REQUIRED,unknown,1,0.1793245233458031,0.0,0.0,362,3,False,True
RS_RS17795,Vgb family protein,PHENOTYPE_REQUIRED,unknown,1,0.1811677362561221,0.0,0.0,350,3,False,True
RS_RS17800,NADH:flavin oxidoreductase/NADH oxidase family protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2093438792811476,0.054054054054054,3.0,412,3,False,False
RS_RS17805,MerR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.4550142831947199,0.2285714285714285,3.0,153,3,False,False
RS_RS17810,putative acyl-CoA thioester hydrolase,CONFIDENT_NONESSENTIAL,non-essential,1,0.1745168276779795,0.0,0.0,397,1,False,False
RS_RS17815,GNAT family N-acetyltransferase,PHENOTYPE_REQUIRED,unknown,1,0.5692598234538371,0.3333333333333333,0.0,150,3,False,False
RS_RS17820,type II secretion system protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2399811351791433,0.0,1.0,160,3,False,False
RS_RS17825,type IV pilin protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2487238533606196,0.0,1.0,130,3,False,False
RS_RS17830,type II secretion system protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.235587074041364,0.0,2.0,173,3,False,False
RS_RS17835,type IV pilus secretin PilQ,PHENOTYPE_REQUIRED,unknown,1,0.108966126557162,0.0,0.0,755,3,False,True
RS_RS17840,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.230458838205937,0.0,0.0,171,2,False,False
RS_RS17845,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2282962801032842,0.0,0.0,181,2,False,False
RS_RS17850,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2331318359091087,0.0,1.0,173,2,False,False
RS_RS17855,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2012165896123491,0.0,0.0,276,2,False,False
RS_RS17860,GspE/PulE family protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.1407372387573507,0.0,1.0,562,3,False,False
RS_RS17865,type II secretion system F family protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.1754390017348567,0.0,2.0,396,3,False,False
RS_RS17870,type II secretion system major pseudopilin GspG,PHENOTYPE_REQUIRED,unknown,1,0.390772499114664,0.1538461538461538,3.0,145,3,False,False
RS_RS17905,type III secretion system effector XopP,PHENOTYPE_REQUIRED,unknown,0,0.1051128717354145,0.0,0.0,720,3,False,True
RS_RS17910,PhoPQ-activated pathogenicity-related family protein,PHENOTYPE_REQUIRED,unknown,0,0.1476360926464527,0.0,0.0,497,3,False,True
RS_RS17915,glycoside hydrolase family 5 protein,PHENOTYPE_REQUIRED,unknown,0,0.1589815364343435,0.0,0.0,421,3,False,True
RS_RS17920,4'-phosphopantetheinyl transferase family protein,PHENOTYPE_REQUIRED,unknown,0,0.3391233884913384,0.1666666666666666,0.0,251,3,False,False
RS_RS17925,MATE family efflux transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.1725313523035653,0.025,3.0,470,3,False,False
RS_RS17930,MbtH family protein,PHENOTYPE_REQUIRED,unknown,0,0.3675052114964398,0.1111111111111111,1.0,66,3,False,False
RS_RS17945,adenylyl-sulfate kinase,PHENOTYPE_REQUIRED,unknown,0,0.3866020541330165,0.1739130434782608,1.0,206,3,False,False
RS_RS17950,sulfotransferase family protein,PHENOTYPE_REQUIRED,unknown,0,0.1988613361640566,0.0,0.0,305,3,False,True
RS_RS17955,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.216882566308296,0.0,0.0,201,3,False,True
RS_RS17960,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2449000372390276,0.0,0.0,116,3,False,True
RS_RS17965,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2481546008890618,0.0,0.0,97,3,False,True
RS_RS17970,LPD16 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.198411662681159,0.0,0.0,295,0,True,False
RS_RS17975,cysteine desulfurase family protein,CONFIDENT_ESSENTIAL,essential,1,0.9374976407904276,0.9487179487179488,3.0,390,3,False,False
RS_RS17985,type VI secretion system Vgr family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.0781013978190749,0.0,0.0,963,2,False,False
RS_RS17995,DUF3304 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2348239712596857,0.0,0.0,182,1,False,False
RS_RS18000,T6SS phospholipase effector Tle1-like catalytic domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1125476649296164,0.0,0.0,715,1,False,False
RS_RS18005,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2024633222371483,0.0,0.0,261,3,False,True
RS_RS18010,conjugal transfer protein,PHENOTYPE_REQUIRED,unknown,0,0.2278895352697725,0.0,0.0,160,3,False,True
RS_RS18015,DUF4259 domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.2426376670874313,0.0,0.0,141,1,False,False
RS_RS18020,SRPBCC family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2412716920466975,0.0,0.0,135,2,False,False
RS_RS18025,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2411264235781016,0.0857142857142857,11.0,454,3,False,False
RS_RS18030,lactonase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2020206499531233,0.0434782608695652,1.0,411,3,False,False
RS_RS18045,ABC transporter substrate-binding protein,PHENOTYPE_REQUIRED,unknown,0,0.2024331098908388,0.0,0.0,246,3,False,True
RS_RS18055,type IV pilus assembly protein FimV,PHENOTYPE_REQUIRED,unknown,0,0.1188304044532033,0.0,0.0,676,3,False,True
RS_RS18060,sulfite exporter TauE/SafE family protein,PHENOTYPE_REQUIRED,unknown,0,0.3145247222364239,0.1351351351351351,3.0,264,3,False,False
RS_RS18075,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.0373821512023936,0.0,0.0,1437,2,False,False
RS_RS18080,beta-ketoacyl-ACP synthase III,CONFIDENT_ESSENTIAL,essential,1,0.875861754826171,0.7804878048780488,1.0,374,3,False,False
RS_RS18085,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,1,0.246802468739905,0.0,0.0,107,1,False,False
RS_RS18090,prolyl aminopeptidase,PHENOTYPE_REQUIRED,unknown,0,0.187223772610971,0.0,0.0,321,3,False,True
RS_RS18095,chorismate mutase,PHENOTYPE_REQUIRED,unknown,0,0.2929877046043801,0.1,0.0,197,3,False,False
RS_RS18100,disulfide bond formation protein B,PHENOTYPE_REQUIRED,unknown,0,0.2141696736016139,0.0,0.0,185,3,False,True
RS_RS18105,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,PHENOTYPE_REQUIRED,unknown,0,0.0936145576892266,0.0,0.0,837,3,False,True
RS_RS18110,decarboxylase,PHENOTYPE_REQUIRED,unknown,0,0.0967798820481712,0.0,0.0,809,3,False,True
RS_RS18115,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein,CONFIDENT_ESSENTIAL,essential,0,0.9564859741381804,1.0,0.0,249,0,True,False
RS_RS18125,acyl-CoA thioesterase,PHENOTYPE_REQUIRED,unknown,0,0.2261779949124632,0.0,0.0,165,3,False,True
RS_RS18130,PAAR domain-containing protein,PHENOTYPE_REQUIRED,unknown,1,0.7225350910207293,0.4545454545454545,4.0,89,3,False,False
RS_RS18150,esterase/lipase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1366244337107068,0.0,1.0,569,3,False,False
RS_RS18155,phytanoyl-CoA dioxygenase family protein,PHENOTYPE_REQUIRED,unknown,0,0.1899229298819832,0.0,0.0,264,3,False,True
RS_RS18160,hypothetical protein,PHENOTYPE_REQUIRED,unknown,0,0.2454824164036732,0.0,0.0,74,3,False,True
RS_RS18165,DUF2141 domain-containing protein,PHENOTYPE_REQUIRED,unknown,0,0.3696823294788842,0.1666666666666666,0.0,151,1,False,False
RS_RS18170,carotenoid oxygenase family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1354992244806841,0.0,0.0,521,1,False,False
RS_RS25995,hypothetical protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.2321313571803176,0.0,0.0,179,1,False,False
RS_RS18175,AMP nucleosidase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2272515881009404,0.12,0.0,494,3,False,False
RS_RS18180,type III secretion system effector XopP,PHENOTYPE_REQUIRED,unknown,0,0.0981554849278234,0.0,0.0,755,3,False,True
RS_RS18205,flavin-dependent monooxygenase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1895142853436586,0.027027027027027,5.0,394,3,False,False
RS_RS18210,sensor histidine kinase,PHENOTYPE_REQUIRED,unknown,0,0.1513896855318219,0.0,0.0,462,3,False,True
RS_RS18215,LysR family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.3100814206763661,0.1379310344827586,6.0,305,3,False,False
RS_RS18220,aromatic ring-hydroxylating oxygenase subunit alpha,PHENOTYPE_REQUIRED,unknown,0,0.2110075505505919,0.0555555555555555,0.0,343,3,False,True
RS_RS18225,PDR/VanB family oxidoreductase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2243847631873639,0.064516129032258,2.0,318,3,False,False
RS_RS18230,MarR family winged helix-turn-helix transcriptional regulator,PHENOTYPE_REQUIRED,unknown,1,0.7458983694621144,0.4871794871794871,13.0,155,3,False,False
RS_RS18235,p-hydroxycinnamoyl CoA hydratase/lyase,PHENOTYPE_REQUIRED,unknown,1,0.7280032749720868,0.5263157894736842,9.0,278,3,False,False
RS_RS18240,aldehyde dehydrogenase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2458077234422435,0.125,13.0,485,3,False,False
RS_RS18245,feruloyl-CoA synthase,CONFIDENT_NONESSENTIAL,non-essential,0,0.1834382168009466,0.0975609756097561,9.0,625,3,False,False
RS_RS18250,sigma-54-dependent Fis family transcriptional regulator,PHENOTYPE_REQUIRED,unknown,0,0.1233753110669413,0.0,0.0,624,3,False,True
RS_RS18255,benzaldehyde dehydrogenase,CONFIDENT_NONESSENTIAL,non-essential,0,0.246084580611272,0.125,13.0,493,3,False,False
RS_RS18260,coniferyl-alcohol dehydrogenase,PHENOTYPE_REQUIRED,unknown,0,0.1941803989967071,0.0,0.0,256,3,False,True
RS_RS18265,SphA family protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.1841364927924685,0.0,2.0,320,3,False,False
RS_RS18270,alpha/beta hydrolase,CONFIDENT_NONESSENTIAL,non-essential,0,0.2057911598301364,0.0294117647058823,4.0,311,3,False,False
RS_RS18275,amidohydrolase family protein,PHENOTYPE_REQUIRED,unknown,0,0.2434295738019836,0.0714285714285714,0.0,303,3,False,True
RS_RS18280,MFS transporter,CONFIDENT_NONESSENTIAL,non-essential,0,0.2513261200437269,0.09375,11.0,417,3,False,False
RS_RS18285,malto-oligosyltrehalose synthase,PHENOTYPE_REQUIRED,unknown,0,0.079477190295186,0.0,0.0,941,3,False,True
RS_RS18290,4-alpha-glucanotransferase,PHENOTYPE_REQUIRED,unknown,0,0.1005388618501559,0.0,0.0,775,3,False,True
RS_RS18295,malto-oligosyltrehalose trehalohydrolase,PHENOTYPE_REQUIRED,unknown,0,0.1258340102366764,0.0,0.0,623,3,False,True
RS_RS18300,glycogen debranching protein GlgX,PHENOTYPE_REQUIRED,unknown,0,0.1061542764788808,0.0,0.0,755,3,False,True
RS_RS18305,1%2C4-alpha-glucan branching protein GlgB,CONFIDENT_NONESSENTIAL,non-essential,0,0.1174251156670796,0.032258064516129,0.0,776,1,False,False
RS_RS18310,maltose alpha-D-glucosyltransferase,PHENOTYPE_REQUIRED,unknown,0,0.0597094821470533,0.0,0.0,1161,3,False,True
RS_RS18315,maltotransferase domain-containing protein,CONFIDENT_NONESSENTIAL,non-essential,0,0.0560308176526311,0.0,0.0,1202,2,False,False
RS_RS18320,glycogen synthase GlgA,PHENOTYPE_REQUIRED,unknown,0,0.1841155991972413,0.064516129032258,0.0,542,3,False,True
RS_RS18325,hemin-degrading factor,PHENOTYPE_REQUIRED,unknown,0,0.1791075017234042,0.0,0.0,380,3,False,True
RS_RS18330,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,CONFIDENT_NONESSENTIAL,non-essential,0,0.152154006719431,0.054054054054054,13.0,746,3,False,False
RS_RS18335,alkyl hydroperoxide reductase subunit C,PHENOTYPE_REQUIRED,unknown,0,0.4454324610913763,0.2195121951219512,2.0,188,3,False,False
RS_RS18340,alkyl hydroperoxide reductase subunit F,PHENOTYPE_REQUIRED,unknown,0,0.1649509506833081,0.032258064516129,0.0,525,3,False,True
RS_RS18345,ferric iron uptake transcriptional regulator,CONFIDENT_ESSENTIAL,essential,1,0.932772746924353,0.8461538461538461,2.0,152,3,False,False
RS_RS18350,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2582264293036167,0.0,0.0,82,3,False,True
RS_RS18355,hypothetical protein,PHENOTYPE_REQUIRED,unknown,1,0.2624800011063986,0.0,0.0,102,3,False,True
RS_RS18360,DUF6587 family protein,PHENOTYPE_REQUIRED,unknown,1,0.2528723962474997,0.0,0.0,106,3,False,True
RS_RS18365,ferrous iron transport protein B,PHENOTYPE_REQUIRED,unknown,1,0.4996895168529445,0.4166666666666667,0.0,620,3,False,False
RS_RS18370,FeoA family protein,PHENOTYPE_REQUIRED,unknown,1,0.2567276778546387,0.0,0.0,104,3,False,True
RS_RS18375,sensor domain-containing diguanylate cyclase,PHENOTYPE_REQUIRED,unknown,0,0.100991357414966,0.0,0.0,817,3,False,True
