pid	reaction_id	reaction	category	PREDICTED_GENE	is_real_gene	copied	starved	n_examples	top_similarity	compartment_ok	compartments	reason
1178	R-HSA-2395340		transition	LOX	True	False	False	12	0.182	True	extracellular region	Copper-dependent lysyl oxidase oxidatively deaminates hydroxylysine epsilon-amines in collagen I fibrils to hydroxyallysine aldehydes, releasing ammonia and H2O2.
1179	R-HSA-2395965		transition	NUDT18	True	False	True	0	0.000	True	cytosol	MTH3 Nudix hydrolase specific for oxidised nucleoside diphosphates, converting 8-oxo-dADP to the monophosphate plus Pi.
1180	R-HSA-2396002		transition	TBK1	True	True	True	1	0.200	True	cytoplasmic vesicle membrane;cytosol	Trans-autophosphorylation of the activation-loop Ser172 of TBK1 within the STING signalling platform.
1181	R-HSA-2395873		transition	NUDT5	True	False	True	0	0.000	False	cytosol	Nudix diphosphatase that hydrolyses oxidised ribonucleoside diphosphates such as 8-oxo-GDP to the monophosphate.
1182	R-HSA-2395879		transition	NUDT5	True	False	True	0	0.000	False	cytosol	Nudix hydrolase cleaving the beta-phosphate from 8-oxo-dGDP, preventing its re-phosphorylation to the mutagenic triphosphate.
1183	R-HSA-2395872		transition	NUDT1	True	False	False	12	0.250	True	cytosol	MTH1 also sanitises the ribonucleotide pool, pyrophosphohydrolysing 2-oxo-ATP to 2-oxo-AMP.
1184	R-HSA-2395869		transition	NUDT15	True	False	False	12	0.250	True	cytosol	MTH2, the second human 8-oxo-dGTPase, performs the same triphosphate-to-monophosphate sanitisation of 8-oxo-dGTP.
1185	R-HSA-2395876		transition	NUDT18	True	False	True	0	0.000	True	cytosol	MTH3 removes the terminal phosphate of 8-oxo-dGDP, the parallel diphosphate-level sanitisation route to NUDT5.
1186	R-HSA-2396594		transition	SYK	True	True	True	1	1.000	True	cytosol;plasma membrane	Receptor-proximal Syk-family kinase phosphorylating the N-terminal Y113/Y128/Y145 acidic-region tyrosines of LCP2 (SLP-76) in the LAT signalosome.
1187	R-HSA-2399997		transition	KPNB1	True	False	True	1	0.250	True	cytosol;nucleoplasm	Importin-beta-mediated nuclear import carries activated AKT1 through the nuclear pore into the nucleoplasm.
1188	R-HSA-2404137		transition	LRAT	True	False	True	4	0.333	True	cytosol;lipid droplet;plasma membrane	Lecithin:retinol acyltransferase moves the sn-1 acyl chain of phosphatidylcholine onto the retinol hydroxyl, giving retinyl ester and lyso-PC.
1189	R-HSA-2404140		transition	LIPA	True	False	True	2	0.143	True	cytosol;early endosome	Acid lipase/retinyl-ester hydrolase of the endosomal-lysosomal compartment cleaving the ester bond of lipoprotein-delivered retinyl esters to free retinol and fatty acid.
1190	R-HSA-2408539		transition	KYAT1	True	False	True	4	0.200	True	cytosol	Cysteine-S-conjugate beta-lyase eliminating the Se-methylselenol group from Se-methylselenocysteine with pyruvate and ammonia as the carbon-skeleton products.
1191	R-HSA-2408537		transition	CTH	True	False	True	2	0.125	True	cytosol	Cystathionine gamma-lyase performing gamma-elimination on selenomethionine, releasing methylselenol plus 2-oxobutanoate and ammonia.
1192	R-HSA-2408507		transition	PSTK	True	False	True	0	0.000	True	cytosol	O-phosphoseryl-tRNA(Sec) kinase transferring the ATP gamma-phosphate onto the seryl hydroxyl of Ser-tRNA(Sec).
1193	R-HSA-2408524		transition	SCLY	True	False	True	4	0.250	True	cytosol	PLP-dependent selenocysteine lyase performing beta-elimination of the C-Se bond to give selenide and alanine.
1194	R-HSA-2408526		transition	SARS1	True	False	False	12	0.250	True	cytosol	Cytosolic seryl-tRNA synthetase adenylates serine and esterifies it onto the unusual tRNA(Sec) acceptor end.
1195	R-HSA-2408525		transition	PAPSS1	True	False	False	12	0.250	True	cytosol	ATP sulfurylase domain of the PAPS synthase adenylylates selenate in place of sulfate, giving adenosine 5'-phosphoselenate and pyrophosphate.
1196	R-HSA-2408532		transition	AHCY	True	False	True	0	0.000	True	cytosol	S-adenosylhomocysteine hydrolase cleaves the selenium analogue at the same C5'-Se bond, releasing adenosine and selenohomocysteine.
1197	R-HSA-2404131		transition	SDC1	True	False	True	1	0.200	True	early endosome;plasma membrane	Cell-surface heparan sulfate proteoglycan receptor that binds apoE on remnant particles and carries them into the early endosome by receptor-mediated endocytosis.
1198	R-HSA-2408558		transition	TXNRD1	True	False	False	12	0.444	True	cytosol	Selenoprotein thioredoxin reductase channels NADPH electrons to reduce selenite stepwise to hydrogen selenide.
1199	R-HSA-2408541		transition	TPMT	True	False	True	7	0.333	True	cytosol	Thiol/selenol S-methyltransferase transferring the AdoMet methyl group onto methylselenol to give volatile dimethylselenide.
1200	R-HSA-2408554		transition	TPMT	True	False	True	7	0.333	True	cytosol	AdoMet-dependent S-methylation of dimethylselenide to the trimethylselenonium cation is the thiol/selenol methyltransferase activity of thiopurine methyltransferase.
1201	R-HSA-2408559		transition	CBS	True	False	True	0	0.000	True	cytosol	PLP-dependent beta-replacement condensing serine with a homocysteine analogue (selenohomocysteine) to give selenocystathionine, releasing water.
1202	R-HSA-2408543		transition	CTH	True	False	True	1	0.125	True	cytosol	PLP-dependent gamma-elimination of cystathionine's selenium analogue yielding selenocysteine, 2-oxobutanoate and ammonium.
1203	R-HSA-2422927		transition	MAPK1	True	False	True	0	0.000	True	Golgi membrane;cytosol	ERK2 transfers the ATP gamma-phosphate onto Thr222/Thr225 of the Golgi stacking protein GRASP55 (GORASP2).
1204	R-HSA-2408555		transition	SEPSECS	True	False	True	1	0.200	True	cytosol	Selenophosphate-dependent conversion of the O-phosphoseryl moiety on tRNA(Sec) into selenocysteinyl-tRNA(Sec), releasing phosphate.
1205	R-HSA-2408540		transition	PAPSS1	True	False	True	0	0.000	True	cytosol	APS-kinase domain phosphorylates the 3'-OH of adenosine 5'-phosphoselenate using ATP, the selenium analogue of PAPS synthesis.
1206	R-HSA-2408544		transition	NNMT	True	False	True	0	0.000	True	cytosol	Se-adenosylselenomethionine serves as the methyl donor for N-methylation of small amine acceptors such as nicotinamide, giving Se-adenosylselenohomocysteine.
1207	R-HSA-2408551		transition	MAT2A	True	False	False	12	0.333	True	cytosol	Adenosyl transfer from ATP onto the selenoether sulfur-analogue of methionine, releasing PPi and Pi to form Se-adenosylselenomethionine.
1208	R-HSA-2426150		transition	SREBF2	True	True	True	2	0.167	True	nucleoplasm	Mature nuclear SREBP bHLH-zip dimer binds the sterol regulatory element of the HMGCS1 promoter together with NF-Y.
1209	R-HSA-2426153		transition	SREBF1	True	True	True	3	0.167	True	nucleoplasm	Nuclear SREBP-1 dimer docks with SP1 on the ACACB promoter SRE to form the lipogenic transcription complex.
1210	R-HSA-2424484		transition	LYN	True	False	True	0	0.000	True	cytosol;plasma membrane	Src-family kinase trans-phosphorylates the BTK activation-loop Y551, licensing Y223 autophosphorylation within the LAT signalosome.
1211	R-HSA-2424487		transition	BTK	True	False	True	0	0.000	True	cytosol;plasma membrane	Activated Tec-family kinase transfers ATP phosphate onto PLC-gamma tyrosines in the assembled LAT/SLP-76 signalosome.
1212	R-HSA-2426156		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	Sterol-responsive bHLH-zip dimer nucleates an NF-Y/SP1 complex on the PMVK gene sterol regulatory element.
1213	R-HSA-2426146		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	Nuclear SREBP dimer binds the FDFT1 (squalene synthase) promoter SRE with NF-Y and SP1 co-factors.
1214	R-HSA-2426151		transition	SREBF2	True	True	True	2	0.167	True	nucleoplasm	SRE-binding by the mature SREBP dimer plus NF-Y assembles the activating complex on the SQLE promoter.
1215	R-HSA-2426158		transition	SREBF1	True	True	True	2	0.167	True	nucleoplasm	SREBP-1 dimer with NF-Y occupies the SRE of the glycerolipid-synthesis gene GPAM.
1216	R-HSA-2426147		transition	SREBF2	True	True	True	2	0.167	True	nucleoplasm	Mature SREBP dimer plus NF-Y binds the FDPS promoter sterol regulatory element.
1217	R-HSA-2426152		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	Sterol-regulated bHLH-zip dimer binds the IDI1 promoter SRE together with NF-Y and SP1.
1218	R-HSA-2426155		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	Nuclear SREBP dimer with NF-Y/SP1 occupies the SRE of the cholesterol-pathway gene DHCR7.
1219	R-HSA-2426148		transition	SREBF1	True	True	True	3	0.143	True	nucleoplasm	SREBP-1 dimer with NF-Y and SP1 binds the FASN promoter SRE to drive lipogenesis.
1220	R-HSA-2426157		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	Mature SREBP dimer assembles with NF-Y/SP1 on the mevalonate kinase gene sterol regulatory element.
1221	R-HSA-2424486		transition	SYK	True	False	True	0	0.000	True	cytosol;plasma membrane	Syk-family kinase phosphorylates VAV tyrosines within the LAT/SLP-76 signalosome using ATP.
1222	R-HSA-2426164		transition	SREBF2	True	True	True	2	0.167	True	nucleoplasm	SREBP dimer plus NF-Y binds the SRE of the sterol C5-desaturase gene SC5D.
1223	R-HSA-2426162		transition	SREBF2	True	True	True	2	0.167	True	nucleoplasm	Sterol-depletion-activated SREBP dimer with NF-Y occupies the HMGCR promoter SRE.
1224	R-HSA-2429643		transition	LIPC	True	False	True	5	0.100	True	cytosol;early endosome;plasma membrane	Lipase-mediated hydrolysis of the retinyl ester bond in internalized chylomicron remnants, releasing free retinol and fatty acid.
1225	R-HSA-2426163		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	Mature SREBP dimer with NF-Y/SP1 binds the CYP51A1 promoter sterol regulatory element.
1226	R-HSA-2426161		transition	SREBF2	True	True	True	2	0.143	True	nucleoplasm	SREBP dimer plus NF-Y/SP1 occupies the SRE of the isoprenoid gene GGPS1.
1227	R-HSA-2464803		transition	RDH11	True	False	False	12	0.200	True	cytosol	NADPH-dependent short-chain dehydrogenase/reductase reduces the all-trans-retinal aldehyde to the primary alcohol retinol.
1228	R-HSA-2454081		transition	RDH5	True	False	True	5	0.333	True	cytosol	NAD+-dependent oxidation of CRALBP-bound 11-cis-retinol to 11-cis-retinal in the visual cycle.
1229	R-HSA-2453833		transition	RPE65	True	False	True	0	0.000	True	cytosol;lipid droplet	Retinoid isomerohydrolase cleaves the all-trans-retinyl ester and couples ester hydrolysis to trans-to-11-cis isomerization.
1230	R-HSA-2454118		transition	RHO	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Schiff-base condensation of 11-cis-retinal with the opsin active-site lysine, expelling water to regenerate the visual pigment.
1231	R-HSA-2454239		transition	LYN	True	False	True	0	0.000	True	cytosol;plasma membrane	Src-family kinase in the clustered FCERI complex trans-phosphorylates multiple SYK tyrosines using ATP.
1232	R-HSA-2453855		transition	LRAT	True	False	True	2	0.167	True	cytosol;lipid droplet;plasma membrane	Acyltransfer onto CRBP1-bound all-trans-retinol forms the retinyl ester stored in lipid droplets.
1233	R-HSA-2464822		transition	RDH8	True	False	False	12	0.200	True	cytosol	NADPH-dependent retinal reductase reduces all-trans-retinal to all-trans-retinol in the photoreceptor visual cycle.
1234	R-HSA-2453818		transition	STRA6	True	False	True	0	0.000	True	plasma membrane	Membrane retinol transporter that normally extracts retinol from RBP4; the mutant receptor fails to complete transfer.
1235	R-HSA-2465919		transition	DGAT1	True	False	False	12	0.333	True	cytosol	Acyl-CoA:retinol acyltransferase transfers palmitate from palmitoyl-CoA onto CRALBP-bound 11-cis-retinol.
1236	R-HSA-2466085		transition	OPN1SW	True	False	True	1	0.200	True	cytosol;photoreceptor disc membrane	Hydrolysis of the retinylidene Schiff base releases all-trans-retinal from the photobleached cone opsin apoprotein.
1237	R-HSA-2465940		transition	AKR1B1	True	False	False	12	0.200	True	cytosol	Cytosolic NADPH-dependent aldo-keto reductase reduces the retinaldehyde carbonyl to retinol.
1238	R-HSA-2465917		transition	OPN1MW	True	False	True	0	0.000	True	extracellular region;photoreceptor disc membrane	Photon absorption drives 11-cis to all-trans isomerization of the retinylidene chromophore bound in cone opsin.
1239	R-HSA-2466749		transition	ABCA4	True	False	True	0	0.000	True	cytosol;photoreceptor outer segment membrane	ATP-driven flippase moves N-retinylidene-phosphatidylethanolamine from the disc lumenal leaflet to the cytosolic face.
1240	R-HSA-2466706		transition	OPN1MW	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Loss-of-function green cone opsin cannot form the retinylidene Schiff base with 11-cis-retinal.
1241	R-HSA-2465924		transition	OPN1LW	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Condensation of 11-cis-retinal with the lysine epsilon-amine of red cone opsin releasing water to form the chromophore linkage.
1242	R-HSA-2466710		transition	LRAT	True	False	True	0	0.000	True	cytosol;plasma membrane	Retinol acyltransferase that normally esterifies CRBP1-bound retinol; mutant enzyme fails to form the retinyl ester.
1243	R-HSA-2466832		transition	RDH5	True	False	True	5	0.200	True	cytosol	NAD+-dependent 11-cis-retinol dehydrogenase whose loss blocks oxidation of CRALBP-bound 11-cis-retinol.
1244	R-HSA-2466861		transition	RDH12	True	False	True	1	0.333	True	cytosol	Photoreceptor NADPH-dependent retinal reductase whose loss prevents reduction of all-trans-retinal to retinol.
1245	R-HSA-2468039		transition	ESCO1	True	False	False	12	0.500	True	nucleoplasm	Acetyl-CoA-dependent acetylation of cohesin SMC3 on chromosome arms in the PDS5/WAPAL-bound state.
1246	R-HSA-2466828		transition	RBP4	True	True	True	1	0.250	True	extracellular region	Serum retinol-binding protein whose mutant forms fail to sequester all-trans-retinol in the extracellular space.
1247	R-HSA-2466822		transition	OPN1LW	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Loss-of-function red cone opsin cannot condense with 11-cis-retinal to form the pigment Schiff base.
1248	R-HSA-2466831		transition	PLD1	True	False	True	0	0.000	True	cytosol;photoreceptor outer segment membrane	Phospholipase D-type hydrolysis of the phosphodiester in A2PE releases phosphatidic acid and the pyridinium bisretinoid A2E.
1249	R-HSA-2466802		transition	ABCA4	True	False	True	0	0.000	True	cytosol;photoreceptor outer segment membrane	ATP-hydrolysing retinoid flippase whose failure blocks clearance of N-retinylidene-PE from the disc membrane.
1250	R-HSA-2466834		transition	OPN1SW	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Schiff-base condensation of 11-cis-retinal with the Lys of blue-cone opsin apoprotein, so the opsin itself carries the reacting lysine.
1251	R-HSA-2470935		transition	NIPBL	True	False	True	0	0.000	True	chromosome;nucleoplasm	NIPBL:MAU2 is the cohesin loader that engages chromatin and drives topological loading of the cohesin:PDS5:WAPAL ring.
1252	R-HSA-2484882		transition	MMP13	True	False	True	0	0.000	True	extracellular region	Collagenase-3 is the metalloproteinase that makes the triple-helical scission in hypertrophic-cartilage collagen X fibrils.
1253	R-HSA-2473152		transition	ESCO2	True	False	False	12	0.500	True	nucleoplasm	Acetyl transfer from acetyl-CoA to the SMC3 head lysines of centromeric cohesin is done by the cohesin-specific acetyltransferase, not by a generic KAT.
1254	R-HSA-2485148		transition	FURIN	True	False	True	0	0.000	False	extracellular region	Removal of the C-terminal profibrillin propeptide at the RGRKRR site is a proprotein-convertase cleavage at the cell surface.
1255	R-HSA-2514831		transition	MMP12	True	False	True	1	1.000	True	extracellular region	Macrophage metalloelastase cleaves assembled fibrillin-1 microfibrils, a metalloproteinase route distinct from the serine-protease (ELANE) cut.
1256	R-HSA-2514891		transition	SLC24A1	True	False	False	12	0.750	True	cytosol;extracellular region	Stoichiometry is the K+-dependent Na+/Ca2+ exchange (Na+ in, Ca2+ and K+ out) of the rod outer-segment NCKX.
1257	R-HSA-2509831		transition	ITPA	True	False	False	12	0.250	True	cytosol	Pyrophosphohydrolysis of a non-canonical purine triphosphate (XTP) to the monophosphate is the housecleaning ITPase activity.
1258	R-HSA-2509827		transition	ITPA	True	False	False	12	0.250	True	cytosol	Same inosine/xanthosine triphosphate pyrophosphatase reaction, releasing PPi from ITP to give IMP.
1259	R-HSA-2509838		transition	ITPA	True	False	False	12	0.250	True	cytosol	The deoxy substrate dITP is hydrolysed to dIMP + PPi by the same nucleotide-sanitizing pyrophosphatase.
1260	R-HSA-2514772		transition	MMP13	True	False	True	1	1.000	True	extracellular region	Collagenase-3 also degrades fibrillin-1 microfibrils, a second metalloproteinase cleavage parallel to elastase.
1261	R-HSA-2509816		transition	NUDT16	True	False	False	12	0.429	True	nucleoplasm	Nudix hydrolysis of the nucleoside-diphosphate beta-phosphate, the nuclear (d)IDP-to-(d)IMP activity.
1262	R-HSA-2509793		transition	NUDT16	True	False	False	12	0.429	True	nucleoplasm	Same Nudix-box hydrolysis of a deoxyinosine diphosphate to dIMP plus orthophosphate in the nucleoplasm.
1263	R-HSA-2534096		transition	METAP2	True	False	True	2	0.167	True	cytosol	Excision of the initiator methionine from a small-residue-2 substrate that is destined for N-myristoylation is methionine aminopeptidase chemistry.
1264	R-HSA-2533874		transition	MMP7	True	False	True	0	0.000	True	extracellular region	Matrilysin makes the limited metalloproteinase cut in the laminin alpha-5 chain of laminin-511.
1265	R-HSA-2529015		transition	PPP2CA	True	False	True	2	1.000	True	cytosol	Removal of the CK2-installed phosphoserines from condensin I is a Ser/Thr phosphoprotein-phosphatase (PP2A catalytic subunit) reaction.
1266	R-HSA-2534160		transition	BMP1	True	False	True	0	0.000	False	extracellular region	Tolloid-family astacin proteinase cuts perlecan just N-terminal to domain V, releasing endorepellin.
1267	R-HSA-2534087		transition	NMT1	True	False	False	12	0.143	True	cytosol;photoreceptor disc membrane	Transfer of myristate from myristoyl-CoA to the newly exposed N-terminal glycine amide of transducin alpha.
1268	R-HSA-2534248		transition	MMP3	True	False	True	0	0.000	True	extracellular region	Stromelysin-1 cleaves the mature decorin core protein, splitting the leucine-rich repeat region in two.
1269	R-HSA-2533970		transition	MMP3	True	False	True	1	1.000	True	extracellular region	Stromelysin-1 hydrolyses nidogen-1 within the linker between its G2 and G3 globular domains.
1270	R-HSA-2534206		transition	MMP7	True	False	True	0	0.000	False	plasma membrane	Matrilysin sheds the E-cadherin ectodomain, cutting in the juxtamembrane stalk at a site distinct from the ADAM cut.
1271	R-HSA-2534260		transition	ADAM10	True	False	True	0	0.000	True	plasma membrane	Constitutive ectodomain shedding of E-cadherin at the membrane-proximal 750/751 bond is ADAM-family sheddase chemistry.
1272	R-HSA-2533965		transition	MMP9	True	False	True	1	1.000	True	extracellular region	Gelatinase B is a second basement-membrane metalloproteinase that clips nidogen-1 into N- and C-terminal fragments.
1273	R-HSA-2534240		transition	CTSL	True	False	True	0	0.000	False	extracellular region	Cathepsin L cysteine-protease cleavage liberates the C-terminal perlecan domain V/LG fragment.
1274	R-HSA-2545203		transition	HDAC8	True	False	False	12	0.143	False	cytosol	Removal of the acetyl group from SMC3 (captured here as transfer onto CoA-SH) is the cohesin deacetylase step that recycles the ring.
1275	R-HSA-2545253		transition	HDAC8	True	False	False	12	0.250	False	cytosol	Same SMC3-K105/K106 deacetylation, resetting phosphorylated cohesin for reuse in the next cycle.
1276	R-HSA-2562594		transition	KPNB1	True	False	True	1	0.250	True	cytosol;nucleoplasm	Nuclear import of the phospho-OPTN cargo through the pore is importin-beta-mediated translocation.
1277	R-HSA-2559639		transition	PXDN	True	False	True	1	0.111	True	extracellular region	Peroxidasin uses H2O2 to generate hypohalous acid and forms the sulfilimine (S=N) bond crosslinking collagen IV NC1 hexamers.
1278	R-HSA-2534365		transition	KCNQ1	True	False	False	12	1.000	True	cytosol;extracellular region	Electrodiffusive K+ efflux down its gradient through a voltage-gated Kv7 pore, with no ATP or counter-ion involved.
1279	R-HSA-2534378		transition	HVCN1	True	False	True	4	0.250	True	cytoplasm;extracellular region	Uncoupled outward movement of protons alone is the hallmark of the voltage-gated proton channel, not of a pump or exchanger.
1280	R-HSA-264622		transition	CHAT	True	False	False	12	0.333	True	cytosol	Acetyl transfer from acetyl-CoA to the hydroxyl of choline forming the ester acetylcholine.
1281	R-HSA-2581474		transition	GRK1	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Multisite Ser334/338/343 phosphorylation of the rhodopsin C-terminal tail is rhodopsin kinase activity on the disc membrane.
1282	R-HSA-264418		transition	XPO1	True	False	True	2	0.333	True	cytosol;nucleoplasm	CRM1-dependent nuclear export moves the phosphorylated COP1 E3 ligase out through the pore.
1283	R-HSA-2586748		transition	GUCA1A	True	False	False	12	0.250	True	cytosol;photoreceptor disc membrane	Ca2+ chelation by the EF-hand motifs of the guanylate cyclase-activating protein itself; no separate enzyme is involved.
1284	R-HSA-2584246		transition	RGS9	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	GAP-accelerated hydrolysis of GTP bound to transducin alpha, terminating PDE6 activation.
1285	R-HSA-2632521		transition	RHO	True	False	True	0	0.000	True	cytosol;photoreceptor disc membrane	Hydrolysis of the protonated Schiff base linking all-trans-retinal to Lys296 is an intrinsic decay of the opsin chromophore pocket.
1286	R-HSA-2569057		transition	RIPK3	True	False	True	1	0.167	True	cytosol;endosome membrane	RHIM-domain association of RIPK3 with the TRIF RHIM motif; a protein-protein binding step driven by the kinase's own RHIM.
1287	R-HSA-265301		transition	PCSK1	True	False	True	0	0.000	False	secretory granule lumen	Prohormone convertase 1/3 cleaves POMC at paired-basic sites in the secretory granule to liberate ACTH(1-39).
1288	R-HSA-265295		transition	PTGES3	True	False	True	1	0.333	True	cytosol	Glutathione-independent cytosolic isomerisation of the PGH2 endoperoxide to the 9-keto,11-hydroxy PGE2.
1289	R-HSA-264758		transition	BMP1	True	False	True	0	0.000	False	extracellular region	Astacin-type cleavage after the hexapeptide propeptide converts pro-apoA-I to mature apoA-I in plasma.
1290	R-HSA-265645		transition	TRPV6	True	False	False	12	1.000	True	cytosol;extracellular region	Highly Ca2+-selective constitutive influx through an epithelial TRPV channel down the steep inward gradient.
1291	R-HSA-266072		transition	LTA4H	True	False	True	2	0.333	True	cytosol	Stereospecific hydrolytic opening of the LTA4 epoxide to the 5S,12R-diol LTB4.
1292	R-HSA-266012		transition	DPEP1	True	False	True	9	0.250	True	extracellular region	Membrane dipeptidase hydrolyses the Cys-Gly amide bond of LTD4, releasing glycine to give LTE4.
1293	R-HSA-266046		transition	GGT1	True	False	False	12	0.250	True	extracellular region	Gamma-glutamyl transpeptidase removes the gamma-glutamyl residue from the glutathione adduct LTC4.
1294	R-HSA-265783		transition	ABCG5	True	False	True	0	0.000	True	cytosol;extracellular region	ATP-driven efflux of neutral sterols across the apical membrane into the lumen by the sterolin half-transporter.
1295	R-HSA-2660815		transition	ADAM17	True	False	True	0	0.000	True	plasma membrane	Ligand-independent S2 ectodomain shedding of the truncated NOTCH1 t(7;9) receptor by a membrane metalloproteinase.
1296	R-HSA-266082		transition	ABCA1	True	False	True	0	0.000	True	cytosol;plasma membrane;transport vesicle membrane	ATP-dependent translocation of cholesterol from intracellular vesicle membranes to the plasma membrane outer leaflet.
1297	R-HSA-2660816		transition	PSEN1	True	False	True	0	0.000	True	plasma membrane	Intramembrane S3 proteolysis by gamma-secretase releases the NICD from the membrane-tethered NOTCH1 t(7;9) fragment.
1298	R-HSA-266328		transition	CETP	True	False	True	0	0.000	True	extracellular region	Neutral-lipid shuttle depositing triacylglycerol into HDL while picking up cholesteryl ester in exchange.
1299	R-HSA-266350		transition	CETP	True	False	True	0	0.000	True	extracellular region	The reciprocal half of the same heteroexchange, unloading cholesteryl ester onto LDL and taking on triacylglycerol.
1300	R-HSA-2660819		transition	MIB1	True	False	True	0	0.000	False	plasma membrane	Ubiquitin transfer onto the DLL/JAG ligand engaged with the truncated t(7;9) NOTCH1 receptor, the E3 step that licenses ligand endocytosis and pulling force.
1301	R-HSA-2671862		transition	JAK2	True	False	True	0	0.000	True	cytosol;plasma membrane	Transfer of the ATP gamma-phosphate to tyrosines of IRS1/IRS2 held on the SH2B1-scaffolded leptin receptor, the receptor-associated tyrosine kinase step.
1302	R-HSA-2666278		transition	ADAM17	True	False	True	0	0.000	True	extracellular region;plasma membrane	Ectodomain (S2) proteolysis of a ligand-independent, extracellular-truncated NOTCH1 releasing NEXT1 plus a shed extracellular fragment, the hallmark of TACE-mediated constitutive shedding.
1303	R-HSA-2660822		transition	ADAM10	True	False	True	0	0.000	True	plasma membrane	Metalloprotease S2 cleavage of the t(7;9) NOTCH1 receptor once ligand engagement exposes the juxtamembrane site.
1304	R-HSA-2685505		transition	MCOLN1	True	False	False	12	0.333	True	cytosol;lysosomal lumen	Conductive Ca2+ efflux from the acidic lysosomal lumen into cytosol through the lysosomal TRP channel, not an ER/IP3-gated release.
1305	R-HSA-2682349		transition	NEDD4L	True	False	True	0	0.000	True	cytosol;plasma membrane	ATP-dependent isopeptide ligation of ubiquitin onto the PY motifs of the ENaC alpha/beta/gamma subunits, marking the channel for retrieval.
1306	R-HSA-2684901		transition	ANO1	True	False	True	7	1.000	True	cytosol;extracellular region	Electrodiffusive Cl- exit across the plasma membrane through a Ca2+-activated anion channel, the ANO2 paralogue serving epithelia.
1307	R-HSA-2730752		transition	ADAM10	True	False	True	0	0.000	True	extracellular region;plasma membrane	S2 ectodomain shedding of heterodimerization-domain-destabilized NOTCH1, the cleavage that HD mutants strictly depend on, giving NEXT1.
1308	R-HSA-2730692		transition	CLCN5	True	False	True	9	0.333	True	cytosol;endosome lumen	2Cl-/1H+ antiport across the early endosomal membrane, exchanging luminal chloride for cytosolic protons to shunt V-ATPase acidification.
1309	R-HSA-2730841		transition	LCK	True	False	True	1	0.250	True	cytosol;plasma membrane	Src-family tyrosine phosphorylation of VAV within the LAT/SLP-76 signalosome, unmasking its DH domain for RAC1 exchange.
1310	R-HSA-2730835		transition	LCK	True	True	True	4	0.333	True	cytosol;plasma membrane	Further tyrosine phosphorylation of the already Y90-primed PKC-theta to the multiply phosphorylated 5Y form by the TCR-proximal Src kinase.
1311	R-HSA-2730664		transition	NALCN	True	False	False	12	1.000	True	cytosol;extracellular region	Constitutive, voltage-independent Na+ leak influx down its electrochemical gradient, distinct from the gated SCN/GRIA/ASIC entries.
1312	R-HSA-2730867		transition	KPNB1	True	False	True	1	0.250	True	cytosol;nucleoplasm	Karyopherin-mediated translocation of the dephosphorylated NFAT:calcineurin:calmodulin cargo through the nuclear pore.
1313	R-HSA-2730888		transition	PIK3CD	True	False	True	1	0.333	True	cytosol;plasma membrane	3-OH phosphorylation of PIP2 to PIP3 at the LAT signalosome, the ATP-consuming lipid kinase step that docks the PH domains of BTK/ITK.
1314	R-HSA-2730860		transition	FYN	True	False	True	0	0.000	True	cytosol;plasma membrane	Tyrosine phosphorylation of GAB2 recruited to phosphorylated NTAL/LAT2, the Src-family kinase step of FcERI signalling.
1315	R-HSA-2731002		transition	CLCN6	True	False	True	7	0.250	True	cytosol;late endosome lumen	Cl-/H+ exchange across the late endosomal membrane by the late-endosome-resident CLC antiporter.
1316	R-HSA-2744228		transition	BEST1	True	False	True	7	1.000	True	cytosol;extracellular region	Anion efflux through a bestrophin Ca2+-activated Cl- channel in the plasma membrane.
1317	R-HSA-2737728		transition	MIB1	True	False	True	0	0.000	False	plasma membrane	E3 ligation of ubiquitin onto the DLL/JAG ligand bound to HD-domain-mutant NOTCH1 in the signal-sending cell.
1318	R-HSA-2730959		transition	CLCN7	True	False	True	8	0.250	True	cytosol;lysosomal lumen	Lysosomal 2Cl-/1H+ antiport that provides the counter-ion flux for lysosomal acidification.
1319	R-HSA-2744242		transition	CLCN2	True	False	True	7	1.000	True	cytosol;extracellular region	Passive Cl- exit through a broadly expressed voltage/volume-gated CLC plasma-membrane chloride channel.
1320	R-HSA-2744349		transition	CLCN1	True	False	True	7	1.000	True	cytosol;extracellular region	Cl- conductance across the sarcolemmal membrane through the skeletal-muscle CLC channel.
1321	R-HSA-2855047		transition	CFI	True	False	True	9	0.333	True	extracellular region	Serine-protease-driven inactivation of surface-deposited C4b, destroying its reactive internal thioester/convertase function by hydrolytic attack.
